Product_ID,Price,Units_Sold,Sales,Date,Category,Discount,Store_Location,Customer_ID
P0033,451.19,,34290.44,2023-07-03,Food,15.0,Texas,C0025
P0039,49.18,45.0,2213.1,2023-07-08,Electronics,15.0,Florida,C0157
P0008,262.31,78.0,20460.18,2023-11-13,Clothing,5.0,Florida,C0252
P0085,399.04,45.0,17956.8,2023-08-19,Clothing,10.0,Florida,C0033
P0072,481.84,42.0,20237.28,2023-04-21,,10.0,Illinois,C0112
P0022,367.5,33.0,12127.5,2023-12-17,Electronics,10.0,Texas,C0079
P0007,375.32,77.0,28899.64,2023-10-13,Clothing,0.0,Florida,C0114
P0040,305.68,79.0,24148.72,2023-12-24,Clothing,,New York,C0277
P0055,,81.0,24578.64,2023-11-11,Food,10.0,New York,C0148
P0070,95.85,97.0,9297.449999999999,2023-03-24,Electronics,0.0,Texas,C0012
P0065,465.18,36.0,16746.48,2023-07-31,Furniture,15.0,California,C0144
P0012,167.04,9.0,1503.36,2023-08-02,Electronics,,California,C0184
P0036,466.43,42.0,19590.06,2023-03-19,Food,15.0,New York,C0272
P0004,319.96,73.0,23357.079999999998,2023-03-30,Food,15.0,New York,C0241
P0087,425.92,6.0,2555.52,2023-07-09,Clothing,5.0,California,C0190
P0036,141.63,59.0,8356.17,2023-03-07,Furniture,10.0,Texas,C0175
P0038,457.9,14.0,6410.599999999999,2023-04-26,Electronics,0.0,Illinois,C0059
P0065,305.03,6.0,1830.1799999999998,2023-11-02,,0.0,California,C0277
P0080,278.94,53.0,14783.82,2023-06-07,Electronics,20.0,California,C0063
P0051,,25.0,10832.75,2023-08-15,Food,20.0,California,C0103
P0025,406.43,94.0,38204.42,2023-07-10,Food,10.0,Illinois,C0098
P0063,131.74,2.0,263.48,2023-06-01,Food,5.0,Texas,C0023
P0073,454.94,98.0,44584.12,2023-10-27,Accessories,15.0,Florida,C0271
P0059,229.07,67.0,15347.689999999999,2023-12-21,,15.0,Florida,C0098
P0078,350.41,,3854.51,2023-02-17,Food,10.0,Illinois,C0157
P0059,157.51,94.0,14805.939999999999,2023-07-10,Food,0.0,New York,C0090
P0025,202.8,48.0,9734.400000000001,2023-07-13,Furniture,10.0,Texas,C0170
P0091,419.17,69.0,28922.73,2023-04-04,Food,10.0,California,C0076
P0087,430.22,63.0,27103.86,2023-10-01,Electronics,20.0,Illinois,C0192
P0099,414.71,100.0,41471.0,2023-01-10,Clothing,10.0,Texas,C0247
P0007,101.55,83.0,8428.65,2023-01-17,Food,20.0,Illinois,C0068
P0055,157.97,80.0,12637.6,2023-11-03,Food,0.0,Florida,C0132
P0056,156.88,17.0,2666.96,2023-04-28,Food,0.0,Texas,C0289
P0081,420.92,99.0,41671.08,2023-07-29,Accessories,5.0,California,C0272
P0002,16.26,90.0,1463.4,2023-12-12,Accessories,0.0,California,C0040
P0010,15.89,80.0,1271.2,2023-05-24,Electronics,10.0,Illinois,C0145
P0045,176.85,18.0,3183.2999999999997,2023-05-24,Electronics,20.0,Illinois,C0170
P0001,193.71,59.0,11428.890000000001,2023-02-15,Food,20.0,Florida,C0200
P0034,411.5,49.0,20163.5,2023-01-11,Food,15.0,California,C0024
P0078,267.74,32.0,8567.68,2023-06-25,Furniture,10.0,Florida,C0037
P0057,230.24,19.0,4374.56,2023-01-14,Furniture,0.0,California,C0202
P0007,252.18,86.0,21687.48,2023-05-28,Food,20.0,New York,C0084
P0066,272.47,54.0,14713.380000000001,2023-04-14,Food,20.0,New York,C0194
P0008,176.85,63.0,11141.55,2023-08-02,Clothing,0.0,Texas,C0009
P0010,202.24,7.0,1415.68,2023-03-18,Food,10.0,Texas,C0196
P0086,461.47,70.0,32302.9,2023-04-14,Electronics,15.0,Florida,C0173
P0011,23.95,34.0,814.3,2023-06-04,Furniture,0.0,Florida,C0015
P0064,215.67,94.0,20272.98,2023-03-28,Accessories,0.0,Texas,C0188
P0029,56.77,1.0,56.77,2023-11-12,Furniture,10.0,Texas,C0173
P0069,483.59,,18860.01,2023-03-26,Furniture,15.0,Texas,C0243
P0060,339.54,68.0,23088.72,2023-02-03,Food,20.0,California,C0234
P0072,404.51,37.0,14966.869999999999,2023-11-07,Accessories,0.0,New York,C0276
P0022,212.91,100.0,21291.0,2023-04-24,Furniture,10.0,Texas,C0232
P0090,270.16,44.0,11887.04,2023-10-27,Food,0.0,Florida,C0144
P0081,396.91,37.0,14685.67,2023-10-16,Accessories,20.0,Illinois,C0194
P0078,422.99,47.0,19880.53,2023-01-17,Clothing,,Texas,C0009
P0059,74.88,66.0,4942.08,2023-10-10,Furniture,,New York,C0094
P0081,178.53,97.0,17317.41,2023-09-13,Accessories,5.0,New York,C0242
P0084,140.78,55.0,7742.9,2023-05-01,Furniture,0.0,Florida,C0264
P0028,438.05,26.0,11389.300000000001,2023-03-28,Electronics,0.0,Illinois,C0242
P0038,473.42,1.0,473.42,2023-07-26,Accessories,20.0,California,C0255
P0069,152.87,76.0,11618.12,2023-01-10,Accessories,5.0,Texas,C0238
P0014,438.15,94.0,41186.1,2023-12-09,Accessories,15.0,New York,C0113
P0012,213.09,11.0,2343.9900000000002,2023-09-28,Food,5.0,California,C0159
P0051,472.61,93.0,43952.73,2023-08-11,Clothing,5.0,New York,C0267
P0036,353.41,42.0,14843.220000000001,2023-01-18,Accessories,0.0,Florida,C0196
P0058,316.24,41.0,12965.84,2023-03-12,Food,20.0,Texas,C0291
P0087,,54.0,7948.799999999999,2023-09-14,Furniture,0.0,Illinois,C0006
P0014,106.51,86.0,9159.86,2023-04-08,Electronics,5.0,Texas,C0064
P0025,394.32,92.0,36277.44,2023-03-02,Clothing,15.0,Illinois,C0014
P0008,261.98,88.0,23054.24,2023-08-28,,15.0,Florida,C0088
P0026,432.97,52.0,22514.440000000002,2023-11-24,Electronics,,New York,C0032
P0011,367.61,22.0,8087.42,2023-01-21,Furniture,15.0,Florida,C0283
P0020,417.81,50.0,20890.5,2023-08-11,Food,0.0,Illinois,C0207
P0079,245.54,89.0,21853.059999999998,2023-12-24,Electronics,10.0,Florida,C0205
P0065,298.77,13.0,3884.0099999999998,2023-11-03,Electronics,5.0,California,C0266
P0082,,55.0,12803.449999999999,2023-09-28,Accessories,10.0,Illinois,C0293
P0053,,75.0,1377.75,2023-11-27,Clothing,5.0,California,C0218
P0028,490.26,35.0,17159.1,2023-06-08,Food,5.0,Illinois,C0077
P0026,330.17,16.0,5282.72,2023-09-30,Clothing,20.0,California,C0070
P0093,382.22,21.0,8026.620000000001,2023-05-08,Food,20.0,Florida,C0086
P0084,427.96,72.0,30813.12,2023-09-30,Clothing,10.0,Florida,C0209
P0057,,80.0,35556.799999999996,2023-04-18,Clothing,0.0,Florida,C0137
P0060,130.03,78.0,10142.34,2023-12-13,,20.0,California,C0021
P0098,311.43,65.0,20242.95,2023-04-05,Clothing,15.0,Texas,C0081
P0091,494.5,16.0,7912.0,2023-06-13,Electronics,5.0,California,C0156
P0097,,73.0,15536.59,2023-06-16,Clothing,10.0,California,C0140
P0022,,36.0,8892.720000000001,2023-05-23,Furniture,10.0,Illinois,C0278
P0014,444.42,71.0,31553.82,2023-04-02,Accessories,15.0,Florida,C0001
P0032,494.16,38.0,18778.08,2023-06-08,Food,20.0,Texas,C0173
P0093,333.07,53.0,17652.71,2023-08-08,Electronics,5.0,Texas,C0026
P0098,199.34,,1196.04,2023-01-01,Accessories,15.0,Illinois,C0001
P0082,207.21,54.0,11189.34,2023-04-07,Electronics,10.0,Florida,C0292
P0021,,21.0,6836.34,2023-03-19,Electronics,10.0,New York,C0266
P0023,24.71,94.0,2322.7400000000002,2023-02-27,Clothing,15.0,New York,C0056
P0083,207.2,39.0,8080.799999999999,2023-03-10,Accessories,10.0,Illinois,C0230
P0057,60.61,4.0,242.44,2023-11-14,Food,20.0,Texas,C0097
P0070,81.42,72.0,5862.24,2023-05-13,Furniture,5.0,Florida,C0006
P0039,53.05,37.0,1962.85,2023-04-24,Clothing,5.0,Texas,C0185
P0069,446.6,52.0,23223.2,2023-11-25,Furniture,0.0,California,C0248
P0043,204.58,96.0,19639.68,2023-09-19,Food,10.0,Texas,C0088
P0022,94.4,12.0,1132.8000000000002,2023-03-07,Furniture,5.0,California,C0037
P0004,472.62,53.0,25048.86,2023-01-10,Clothing,20.0,Texas,C0260
P0050,156.81,54.0,8467.74,2023-12-24,Clothing,10.0,Texas,C0248
P0025,325.15,,27312.6,2023-01-11,Clothing,10.0,California,C0176
P0066,,99.0,1417.68,2023-06-25,Accessories,10.0,Texas,C0229
P0091,457.15,98.0,44800.7,2023-08-25,Clothing,20.0,New York,C0222
P0039,77.08,65.0,5010.2,2023-12-20,Electronics,15.0,California,C0031
P0084,272.07,27.0,7345.889999999999,2023-06-28,Clothing,0.0,Illinois,C0080
P0085,17.9,66.0,1181.3999999999999,2023-04-05,Furniture,5.0,Texas,C0216
P0036,327.91,62.0,20330.420000000002,2023-07-30,Accessories,0.0,Illinois,C0027
P0062,75.12,44.0,3305.28,2023-03-22,Electronics,5.0,Florida,C0170
P0040,316.85,49.0,15525.650000000001,2023-07-24,Food,20.0,New York,C0163
P0027,79.16,74.0,5857.84,2023-11-23,Accessories,10.0,Florida,C0025
P0086,188.46,51.0,9611.460000000001,2023-12-03,Accessories,20.0,Illinois,C0072
P0081,25.78,21.0,541.38,2023-01-11,Clothing,10.0,Florida,C0057
P0012,112.91,48.0,5419.68,2023-05-12,Clothing,15.0,Illinois,C0130
P0042,248.58,,16903.440000000002,2023-11-26,Accessories,5.0,Texas,C0035
P0047,463.81,72.0,33394.32,2023-08-15,Accessories,10.0,New York,C0260
P0078,189.27,47.0,8895.69,2023-12-22,,,Texas,C0180
P0037,322.76,95.0,30662.2,2023-08-01,Furniture,0.0,Texas,C0183
P0023,475.99,46.0,21895.54,2023-01-04,Furniture,5.0,California,C0218
P0031,354.97,16.0,5679.52,2023-06-12,Accessories,0.0,New York,C0183
P0033,291.24,52.0,15144.48,2023-09-09,Furniture,0.0,New York,C0212
P0049,259.2,39.0,10108.8,2023-09-17,Furniture,20.0,California,C0009
P0031,463.04,57.0,26393.280000000002,2023-08-25,Furniture,0.0,California,C0272
P0057,209.55,29.0,6076.950000000001,2023-09-13,Electronics,20.0,California,C0150
P0009,498.96,58.0,28939.68,2023-07-30,Accessories,0.0,California,C0096
P0034,461.55,,31385.4,2023-01-05,Food,10.0,California,C0264
P0046,232.49,67.0,15576.83,2023-09-18,Food,20.0,California,C0272
P0033,141.48,61.0,8630.279999999999,2023-03-18,Clothing,20.0,California,C0206
P0029,451.31,59.0,26627.29,2023-05-12,Food,20.0,Florida,C0275
P0050,54.18,39.0,2113.02,2023-12-26,Furniture,15.0,New York,C0186
P0059,315.57,,3471.27,2023-03-14,Accessories,5.0,Florida,C0202
P0029,65.78,16.0,1052.48,2023-04-21,Clothing,20.0,Florida,C0214
P0066,115.06,92.0,10585.52,2023-07-18,Clothing,20.0,Illinois,C0203
P0099,221.63,35.0,7757.05,2023-09-04,Clothing,15.0,California,C0090
P0038,444.66,20.0,8893.2,2023-03-07,Food,10.0,Texas,C0197
P0098,439.44,31.0,13622.64,2023-05-07,Food,15.0,Florida,C0105
P0035,445.43,18.0,8017.74,2023-12-13,Food,10.0,California,C0106
P0098,,94.0,36470.12,2023-03-19,Furniture,5.0,California,C0038
P0090,80.75,61.0,4925.75,2023-07-04,Accessories,15.0,Florida,C0181
P0005,223.56,21.0,4694.76,2023-10-29,Accessories,,Illinois,C0050
P0036,408.23,89.0,36332.47,2023-10-20,,0.0,New York,C0160
P0100,,93.0,28022.76,2023-06-14,Furniture,20.0,Illinois,C0013
P0031,75.71,9.0,681.39,2023-12-17,Clothing,0.0,California,C0063
P0093,120.56,62.0,7474.72,2023-04-14,Furniture,5.0,California,C0241
P0002,,11.0,5121.93,2023-11-23,Electronics,20.0,Texas,C0192
P0092,168.48,87.0,14657.759999999998,2023-08-08,Food,20.0,California,C0107
P0079,319.22,89.0,28410.58,2023-01-03,Food,10.0,Texas,C0284
P0092,15.26,93.0,1419.18,2023-02-27,Accessories,15.0,Texas,C0263
P0005,14.54,1.0,14.54,2023-10-10,Clothing,15.0,Florida,C0002
P0009,307.89,86.0,26478.539999999997,2023-01-12,Electronics,20.0,Illinois,C0127
P0067,49.52,56.0,2773.1200000000003,2023-02-05,,10.0,New York,C0036
P0045,431.38,48.0,20706.239999999998,2023-09-19,Clothing,0.0,Illinois,C0222
P0041,38.76,13.0,503.88,2023-01-18,Clothing,,Illinois,C0099
P0086,307.68,55.0,16922.4,2023-11-23,,0.0,Illinois,C0290
P0013,66.42,81.0,5380.02,2023-07-29,Accessories,0.0,Florida,C0261
P0081,313.73,91.0,28549.43,2023-10-27,Clothing,0.0,Florida,C0165
P0092,468.03,32.0,14976.96,2023-05-21,Food,15.0,Florida,C0158
P0100,402.68,10.0,4026.8,2023-09-25,Accessories,5.0,Illinois,C0019
P0031,68.61,,3430.5,2023-07-24,Clothing,20.0,Florida,C0181
P0090,167.5,30.0,5025.0,2023-01-23,Accessories,15.0,Illinois,C0012
P0036,233.79,66.0,15430.14,2023-04-17,Clothing,5.0,New York,C0299
P0095,76.62,45.0,3447.9,2023-08-29,Furniture,15.0,New York,C0207
P0094,198.74,34.0,6757.16,2023-09-05,Clothing,10.0,Illinois,C0146
P0066,261.03,70.0,18272.1,2023-01-02,Clothing,,Illinois,C0005
P0012,119.8,82.0,9823.6,2023-06-20,Furniture,5.0,California,C0251
P0100,100.08,77.0,7706.16,2023-04-10,Clothing,15.0,Florida,C0259
P0043,334.21,54.0,18047.34,2023-07-31,Furniture,15.0,Illinois,C0146
P0086,360.15,76.0,27371.399999999998,2023-08-08,Clothing,20.0,New York,C0222
P0057,284.33,,8245.57,2023-04-24,Electronics,10.0,Illinois,C0123
P0069,281.65,18.0,5069.7,2023-08-08,Furniture,15.0,Texas,C0224
P0003,341.93,77.0,26328.61,2023-12-20,Accessories,15.0,New York,C0065
P0014,255.56,67.0,17122.52,2023-04-09,Electronics,10.0,New York,C0074
P0100,253.22,60.0,15193.2,2023-11-15,Electronics,5.0,California,C0184
P0025,286.27,52.0,14886.039999999999,2023-09-18,Electronics,10.0,Florida,C0266
P0073,119.39,48.0,5730.72,2023-05-23,,15.0,Texas,C0091
P0061,65.1,59.0,3840.8999999999996,2023-02-10,Electronics,0.0,Texas,C0046
P0054,127.14,1.0,127.14,2023-07-17,Food,5.0,New York,C0018
P0037,490.18,7.0,3431.26,2023-12-03,Accessories,15.0,California,C0063
P0005,69.87,66.0,4611.42,2023-03-29,Accessories,20.0,Texas,C0012
P0067,375.56,30.0,11266.8,2023-07-14,Accessories,5.0,Illinois,C0190
P0056,97.51,11.0,1072.6100000000001,2023-02-05,Clothing,5.0,California,C0225
P0018,38.77,32.0,1240.64,2023-09-11,,15.0,California,C0092
P0059,33.58,47.0,1578.26,2023-06-23,,10.0,California,C0077
P0012,192.32,52.0,10000.64,2023-06-01,Food,20.0,California,C0063
P0047,340.07,89.0,30266.23,2023-01-16,Clothing,20.0,Illinois,C0293
P0098,349.57,45.0,15730.65,2023-02-07,Clothing,0.0,Illinois,C0091
P0024,382.34,,17205.3,2023-04-25,Electronics,10.0,Texas,C0157
P0066,309.17,86.0,26588.620000000003,2023-02-03,Food,10.0,Texas,C0016
P0051,200.41,61.0,12225.01,2023-08-11,,15.0,California,C0247
P0033,72.54,14.0,1015.5600000000001,2023-08-06,Clothing,10.0,Florida,C0078
P0077,103.44,99.0,10240.56,2023-09-08,Clothing,20.0,Texas,C0011
P0063,59.61,58.0,3457.38,2023-03-02,Accessories,,Texas,C0220
P0097,298.54,8.0,2388.32,2023-11-18,Clothing,15.0,New York,C0276
P0046,446.44,14.0,6250.16,2023-08-11,Furniture,10.0,California,C0200
P0060,,,6447.28,2023-11-15,Clothing,15.0,California,C0069
P0072,482.5,72.0,34740.0,2023-06-07,Clothing,5.0,New York,C0129
P0054,229.33,32.0,7338.56,2023-06-17,Electronics,5.0,New York,C0209
P0012,477.23,28.0,13362.44,2023-07-08,Clothing,,Illinois,C0078
P0064,193.79,98.0,18991.42,2023-11-07,Food,5.0,New York,C0152
P0036,111.42,77.0,8579.34,2023-08-31,Clothing,10.0,Texas,C0234
P0089,425.83,88.0,37473.04,2023-02-22,Clothing,5.0,Illinois,C0074
P0012,371.9,21.0,7809.9,2023-12-18,Furniture,10.0,Texas,C0198
P0078,354.17,54.0,19125.18,2023-09-12,Food,20.0,California,C0194
P0038,125.26,68.0,8517.68,2023-02-12,Electronics,5.0,New York,C0155
P0031,166.78,78.0,13008.84,2023-01-18,Food,10.0,New York,C0191
P0003,,72.0,29638.079999999998,2023-06-11,Food,0.0,Illinois,C0233
P0099,284.17,13.0,3694.21,2023-04-19,Food,10.0,New York,C0028
P0099,329.56,81.0,26694.36,2023-02-27,Food,15.0,Illinois,C0241
P0094,150.15,27.0,4054.05,2023-11-19,Furniture,10.0,Florida,C0201
P0061,481.76,51.0,24569.76,2023-05-28,Electronics,20.0,Texas,C0005
P0074,447.7,14.0,6267.8,2023-07-11,Clothing,10.0,Texas,C0291
P0083,,43.0,10844.17,2023-04-10,Furniture,20.0,Texas,C0114
P0078,18.13,26.0,471.38,2023-05-07,Furniture,5.0,Texas,C0237
P0007,291.54,2.0,583.08,2023-12-07,Electronics,5.0,Florida,C0240
P0079,266.92,4.0,1067.68,2023-11-08,Electronics,10.0,Texas,C0241
P0017,79.11,7.0,553.77,2023-09-05,Furniture,15.0,New York,C0017
P0092,39.6,61.0,2415.6,2023-08-07,Food,10.0,Texas,C0198
P0063,103.62,84.0,8704.08,2023-08-12,Electronics,10.0,New York,C0088
P0005,96.01,51.0,4896.51,2023-06-22,Food,5.0,New York,C0295
P0084,27.93,67.0,1871.31,2023-12-21,Clothing,0.0,Florida,C0174
P0041,384.15,99.0,38030.85,2023-03-08,Food,10.0,New York,C0248
P0008,149.03,44.0,6557.32,2023-10-13,Accessories,15.0,California,C0180
P0024,97.77,21.0,2053.17,2023-08-15,Clothing,5.0,Illinois,C0229
P0060,278.94,1.0,278.94,2023-03-16,Clothing,15.0,Florida,C0135
P0039,42.91,64.0,2746.24,2023-12-07,Furniture,15.0,Illinois,C0117
P0039,237.07,38.0,9008.66,2023-03-24,Accessories,0.0,Texas,C0087
P0029,24.98,39.0,974.22,2023-09-29,Electronics,0.0,Florida,C0286
P0043,429.14,,31327.219999999998,2023-04-14,Food,5.0,California,C0061
P0088,27.72,8.0,221.76,2023-01-14,Electronics,15.0,California,C0229
P0056,462.7,41.0,18970.7,2023-12-13,Furniture,20.0,Florida,C0054
P0057,107.16,27.0,2893.3199999999997,2023-09-09,Accessories,,California,C0300
P0020,349.97,50.0,17498.5,2023-04-02,Food,5.0,Texas,C0220
P0046,317.93,54.0,17168.22,2023-12-20,Accessories,20.0,Texas,C0110
P0022,358.29,35.0,12540.150000000001,2023-01-31,Furniture,0.0,New York,C0297
P0087,382.2,34.0,12994.8,2023-01-14,Furniture,10.0,California,C0084
P0025,255.11,83.0,21174.13,2023-11-02,Accessories,10.0,Illinois,C0130
P0061,189.76,56.0,10626.56,2023-06-29,Accessories,10.0,Texas,C0098
P0030,287.62,98.0,28186.760000000002,2023-08-15,Electronics,10.0,California,C0025
P0046,162.04,43.0,6967.719999999999,2023-08-31,Furniture,0.0,Florida,C0042
P0010,97.36,22.0,2141.92,2023-12-24,Food,0.0,Florida,C0108
P0077,388.25,27.0,10482.75,2023-11-04,Accessories,5.0,California,C0165
P0074,70.47,16.0,1127.52,2023-08-01,Food,0.0,California,C0095
P0038,241.1,80.0,19288.0,2023-05-31,Food,,New York,C0233
P0069,466.97,53.0,24749.41,2023-01-22,Clothing,5.0,Illinois,C0116
P0087,486.98,95.0,46263.1,2023-04-05,Electronics,,Florida,C0181
P0016,208.72,99.0,20663.28,2023-04-08,Clothing,10.0,New York,C0086
P0025,354.65,97.0,34401.049999999996,2023-03-02,Food,20.0,Texas,C0037
P0062,83.18,81.0,6737.580000000001,2023-08-26,Accessories,15.0,Florida,C0183
P0018,133.49,86.0,11480.140000000001,2023-12-15,Food,15.0,Illinois,C0033
P0011,127.67,71.0,9064.57,2023-04-17,Clothing,10.0,Texas,C0182
P0065,249.14,65.0,16194.099999999999,2023-07-07,Furniture,20.0,Florida,C0225
P0078,143.19,67.0,9593.73,2023-12-04,Food,15.0,New York,C0170
P0049,181.53,44.0,7987.32,2023-03-23,Clothing,5.0,California,C0093
P0058,65.83,42.0,2764.86,2023-03-03,Electronics,15.0,New York,C0274
P0003,117.63,,8234.1,2023-02-09,Electronics,5.0,Florida,C0034
P0045,158.48,28.0,4437.44,2023-08-25,Clothing,15.0,Illinois,C0288
P0025,377.38,49.0,18491.62,2023-08-27,Food,5.0,Florida,C0210
P0038,135.51,63.0,8537.13,2023-09-05,Electronics,20.0,California,C0025
P0061,,60.0,26257.8,2023-05-15,Clothing,10.0,Florida,C0264
P0073,379.77,92.0,34938.84,2023-09-08,Electronics,5.0,Texas,C0119
P0006,231.18,45.0,10403.1,2023-07-27,Accessories,15.0,Florida,C0101
P0046,,47.0,20656.97,2023-03-01,Accessories,20.0,California,C0055
P0022,58.99,63.0,3716.3700000000003,2023-02-08,Electronics,20.0,Texas,C0079
P0022,466.87,67.0,31280.29,2023-02-07,Electronics,0.0,California,C0039
P0028,422.18,9.0,3799.62,2023-11-24,Clothing,15.0,California,C0014
P0001,265.3,2.0,530.6,2023-09-13,Furniture,20.0,New York,C0087
P0076,405.75,9.0,3651.75,2023-12-08,Food,0.0,Florida,C0060
P0069,182.73,,2923.68,2023-07-19,Food,10.0,Florida,C0032
P0069,338.93,66.0,22369.38,2023-03-29,Food,10.0,California,C0023
P0074,204.17,48.0,9800.16,2023-07-01,Clothing,10.0,Texas,C0152
P0039,177.02,56.0,9913.12,2023-05-11,Electronics,20.0,Illinois,C0264
P0049,463.74,44.0,20404.56,2023-01-04,Food,10.0,Texas,C0024
P0075,,66.0,32342.640000000003,2023-10-08,Furniture,20.0,Texas,C0245
P0014,314.49,62.0,19498.38,2023-07-20,Food,10.0,Illinois,C0012
P0066,73.61,76.0,5594.36,2023-11-26,Accessories,0.0,California,C0272
P0019,16.33,25.0,408.24999999999994,2023-01-01,Food,0.0,Illinois,C0021
P0050,286.51,60.0,17190.6,2023-03-24,Electronics,20.0,Texas,C0035
P0082,284.21,19.0,5399.99,2023-02-28,Accessories,,Florida,C0049
P0092,177.27,99.0,17549.73,2023-01-18,Food,20.0,California,C0076
P0003,8.83,96.0,847.6800000000001,2023-11-25,Food,15.0,Florida,C0249
P0098,106.91,52.0,5559.32,2023-02-25,Furniture,0.0,California,C0168
P0018,155.99,85.0,13259.150000000001,2023-11-14,Clothing,15.0,New York,C0236
P0001,224.97,69.0,15522.93,2023-12-02,Accessories,20.0,Florida,C0130
P0042,493.87,34.0,16791.58,2023-02-13,Clothing,10.0,New York,C0298
P0014,134.05,35.0,4691.75,2023-03-11,Accessories,10.0,Illinois,C0010
P0033,362.14,69.0,24987.66,2023-12-05,Clothing,10.0,Texas,C0262
P0062,328.17,34.0,11157.78,2023-08-14,Accessories,15.0,Texas,C0173
P0093,,28.0,9166.08,2023-09-12,Food,5.0,Texas,C0065
P0018,256.36,15.0,3845.4,2023-08-18,Accessories,10.0,Illinois,C0111
P0076,427.39,51.0,21796.89,2023-10-07,Electronics,15.0,Florida,C0229
P0060,185.56,15.0,2783.4,2023-02-27,Accessories,5.0,California,C0134
P0018,494.54,,46486.76,2023-08-18,Electronics,15.0,Florida,C0026
P0011,345.78,58.0,20055.239999999998,2023-08-25,Food,20.0,New York,C0021
P0074,294.38,93.0,27377.34,2023-07-10,Accessories,0.0,Illinois,C0234
P0034,42.44,36.0,1527.84,2023-12-30,Electronics,20.0,Illinois,C0052
P0051,340.82,11.0,3749.02,2023-12-09,Furniture,10.0,Texas,C0269
P0055,288.53,98.0,28275.94,2023-05-22,Food,,California,C0098
P0070,16.99,30.0,509.69999999999993,2023-01-23,Clothing,20.0,New York,C0277
P0098,414.73,70.0,29031.100000000002,2023-10-15,Electronics,5.0,Texas,C0070
P0019,100.04,95.0,9503.800000000001,2023-08-19,Electronics,5.0,California,C0026
P0081,120.31,41.0,4932.71,2023-01-09,Furniture,10.0,New York,C0137
P0088,379.54,22.0,8349.880000000001,2023-12-30,Accessories,5.0,California,C0100
P0068,36.52,51.0,1862.5200000000002,2023-10-14,Furniture,10.0,Texas,C0212
P0098,251.71,15.0,3775.65,2023-01-23,Electronics,15.0,New York,C0233
P0073,295.67,61.0,18035.870000000003,2023-05-30,Food,20.0,Illinois,C0064
P0013,6.05,92.0,556.6,2023-05-25,Furniture,10.0,Florida,C0040
P0050,125.91,27.0,3399.5699999999997,2023-03-03,Electronics,5.0,Texas,C0103
P0057,188.37,97.0,18271.89,2023-04-22,Accessories,15.0,Texas,C0177
P0010,147.18,45.0,6623.1,2023-08-19,Electronics,20.0,Florida,C0040
P0031,361.99,,17013.53,2023-05-29,Clothing,,California,C0253
P0081,201.75,21.0,4236.75,2023-11-30,Accessories,20.0,Texas,C0097
P0021,301.73,93.0,28060.890000000003,2023-07-12,Food,0.0,New York,C0167
P0049,88.33,2.0,176.66,2023-05-19,Furniture,10.0,Florida,C0181
P0074,111.6,33.0,3682.7999999999997,2023-10-20,Furniture,0.0,Florida,C0034
P0019,149.63,1.0,149.63,2023-08-22,Food,15.0,California,C0266
P0064,21.75,6.0,130.5,2023-10-29,Furniture,10.0,New York,C0102
P0063,92.01,31.0,2852.31,2023-07-24,Furniture,10.0,New York,C0120
P0098,205.79,,10083.71,2023-07-24,Clothing,10.0,Florida,C0244
P0092,312.22,94.0,29348.680000000004,2023-01-10,Food,15.0,California,C0098
P0090,126.82,98.0,12428.359999999999,2023-01-16,Clothing,0.0,Illinois,C0215
P0076,144.84,95.0,13759.800000000001,2023-08-27,Food,15.0,New York,C0101
P0045,127.07,,12071.65,2023-05-12,Furniture,20.0,Illinois,C0113
P0091,164.85,68.0,11209.8,2023-12-09,Clothing,20.0,New York,C0028
P0001,483.19,96.0,46386.24,2023-09-18,Electronics,15.0,California,C0249
P0021,114.31,,10973.76,2023-07-25,Accessories,5.0,Florida,C0205
P0008,396.83,23.0,9127.09,2023-02-02,Accessories,20.0,Florida,C0025
P0089,8.22,48.0,394.56000000000006,2023-09-10,Food,5.0,Texas,C0008
P0044,25.88,90.0,2329.2,2023-12-13,Accessories,0.0,Texas,C0122
P0026,115.55,78.0,9012.9,2023-09-16,Furniture,0.0,Florida,C0068
P0057,148.68,17.0,2527.56,2023-06-15,Clothing,10.0,Florida,C0132
P0037,,92.0,32357.32,2023-08-01,Clothing,5.0,New York,C0031
P0031,480.94,46.0,22123.24,2023-01-11,Clothing,20.0,California,C0075
P0020,95.16,48.0,4567.68,2023-07-02,Clothing,10.0,Texas,C0252
P0067,347.8,67.0,23302.600000000002,2023-10-27,Clothing,15.0,California,C0115
P0095,128.56,8.0,1028.48,2023-08-08,,0.0,Texas,C0044
P0069,138.0,84.0,11592.0,2023-11-27,Food,0.0,Florida,C0118
P0023,288.5,44.0,12694.0,2023-09-25,Furniture,20.0,New York,C0080
P0059,404.68,83.0,33588.44,2023-10-26,Electronics,0.0,Illinois,C0117
P0045,204.45,44.0,8995.8,2023-09-25,Electronics,15.0,Florida,C0175
P0086,389.88,38.0,14815.44,2023-10-03,Food,20.0,New York,C0026
P0081,132.39,37.0,4898.429999999999,2023-08-06,Food,20.0,Florida,C0113
P0003,309.22,50.0,15461.000000000002,2023-05-05,Accessories,0.0,Texas,C0017
P0002,293.33,47.0,13786.509999999998,2023-02-24,Food,5.0,California,C0256
P0009,307.14,22.0,6757.08,2023-06-15,Furniture,20.0,Illinois,C0072
P0085,265.84,17.0,4519.28,2023-05-23,Food,20.0,New York,C0126
